segment_index,timestamp,primary_label,infrastructure_type,infrastructure_category,is_infrastructure_boolean,corresponding_gps_index,start_time,end_time,segment_length,segment_duration_sec,distance_to_infrastructure_m,gps_latitude,gps_longitude,gps_speed_kmh,folder_source,labeling_method
22,220.0,RailJoint,RailJoint,Infrastructure,True,4378,220.0,230.0,5000,10,20.400114755537647,60.8645623,15.0962541,104.895004272461,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
23,230.0,RailJoint,RailJoint,Infrastructure,True,4578,230.0,240.0,5000,10,33.654056228520446,60.8738673,15.1043176,100.973007202148,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
24,240.0,Normal Track,Normal Track,Normal Track,False,4778,240.0,250.0,5000,10,82.99343883021811,60.8793968,15.1167088,73.0195007324219,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
25,250.0,Normal Track,Normal Track,Normal Track,False,4978,250.0,260.0,5000,10,70.75431387352415,60.8851373,15.1155606,28.4344997406006,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
26,260.0,Normal Track,Normal Track,Normal Track,False,5178,260.0,270.0,5000,10,105.2385308567525,60.8853663,15.1150293,0.0,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
27,270.0,Normal Track,Normal Track,Normal Track,False,5378,270.0,280.0,5000,10,136.79433482642318,60.8855285,15.1144585,22.8290004730225,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
28,280.0,RailJoint,RailJoint,Infrastructure,True,5578,280.0,290.0,5000,10,10.785560335993779,60.890362,15.1085978,75.1285018920898,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
29,290.0,Normal Track,Normal Track,Normal Track,False,5778,290.0,300.0,5000,10,350.768961439907,60.8944283,15.0921118,121.711502075195,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
30,300.0,RailJoint,RailJoint,Infrastructure,True,5978,300.0,310.0,5000,10,56.928318134698316,60.8976305,15.0680503,111.480995178223,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
31,310.0,Normal Track,Normal Track,Normal Track,False,6178,310.0,320.0,5000,10,551.691823088123,60.900394,15.0506016,88.3004989624023,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
32,320.0,Normal Track,Normal Track,Normal Track,False,6378,320.0,330.0,5000,10,419.9363434933159,60.9092301,15.0512263,105.30199432373,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
33,330.0,RailJoint,RailJoint,Infrastructure,True,6576,330.0,340.0,5000,10,32.073924572600895,60.9093858,15.0331088,110.333999633789,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
34,340.0,Normal Track,Normal Track,Normal Track,False,6721,340.0,350.0,5000,10,104.64279054369611,60.9029036,15.0150296,119.67650604248,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
35,350.0,Normal Track,Normal Track,Normal Track,False,6921,350.0,360.0,5000,10,187.82493098463024,60.9005811,14.9956223,98.3830032348633,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
36,360.0,Normal Track,Normal Track,Normal Track,False,7121,360.0,370.0,5000,10,133.64001204155997,60.9035348,14.9770961,107.947494506836,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
37,370.0,Bridge,Bridge,Infrastructure,True,7321,370.0,380.0,5000,10,37.45522569895479,60.9051255,14.9611933,92.7590026855469,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
38,380.0,Normal Track,Normal Track,Normal Track,False,7448,380.0,390.0,5000,10,248.57722073699264,60.895676,14.960126,105.375999450684,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
39,390.0,Normal Track,Normal Track,Normal Track,False,7648,390.0,400.0,5000,10,188.45814420708905,60.887092,14.953927,112.146995544434,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
40,400.0,Normal Track,Normal Track,Normal Track,False,7813,400.0,410.0,5000,10,528.7951634605699,60.8864063,14.9277858,145.002990722656,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
41,410.0,Normal Track,Normal Track,Normal Track,False,8013,410.0,420.0,5000,10,574.5119251852078,60.8855835,14.9008326,134.439498901367,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
42,420.0,Normal Track,Normal Track,Normal Track,False,8213,420.0,430.0,5000,10,159.55754929609162,60.8844748,14.8715795,146.945495605469,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
43,430.0,Normal Track,Normal Track,Normal Track,False,8412,430.0,440.0,5000,10,259.91636949372497,60.8949736,14.8523673,140.526000976562,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
44,440.0,Normal Track,Normal Track,Normal Track,False,8612,440.0,450.0,5000,10,162.47713166151985,60.9050998,14.8357835,100.899002075195,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
45,450.0,RailJoint,RailJoint,Infrastructure,True,8812,450.0,460.0,5000,10,52.09148319216451,60.90923,14.828434,36.7410011291504,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
46,460.0,Normal Track,Normal Track,Normal Track,False,9012,460.0,470.0,5000,10,128.71608001041423,60.9112825,14.8238293,27.1024990081787,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
47,470.0,Normal Track,Normal Track,Normal Track,False,9212,470.0,480.0,5000,10,114.25937033606002,60.9132048,14.8199071,26.6955013275146,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
48,480.0,Normal Track,Normal Track,Normal Track,False,9412,480.0,490.0,5000,10,60.25412995584217,60.9142466,14.8177055,0.0,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
49,490.0,Normal Track,Normal Track,Normal Track,False,9612,490.0,500.0,5000,10,60.11594455273217,60.9142588,14.8177161,0.703000009059906,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
50,500.0,Normal Track,Normal Track,Normal Track,False,9812,500.0,510.0,5000,10,60.86441942058458,60.9142656,14.8177388,0.0,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
51,510.0,Normal Track,Normal Track,Normal Track,False,10012,510.0,520.0,5000,10,60.86441942058458,60.9142656,14.8177388,0.0,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
52,520.0,RailJoint,RailJoint,Infrastructure,True,10212,520.0,530.0,5000,10,4.112332775989803,60.9160111,14.8132983,50.8194999694824,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
53,530.0,RailJoint,RailJoint,Infrastructure,True,10412,530.0,540.0,5000,10,11.571939835054886,60.920865,14.7982093,114.829498291016,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
54,540.0,RailJoint,RailJoint,Infrastructure,True,10612,540.0,550.0,5000,10,39.29119041423216,60.9271703,14.7751575,138.472503662109,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
55,550.0,Normal Track,Normal Track,Normal Track,False,10812,550.0,560.0,5000,10,96.39340845796237,60.936353,14.7533275,136.696502685547,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
56,560.0,Normal Track,Normal Track,Normal Track,False,11012,560.0,570.0,5000,10,158.6282130832994,60.9467788,14.7352903,112.868499755859,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
57,570.0,Normal Track,Normal Track,Normal Track,False,11212,570.0,580.0,5000,10,397.3567234089919,60.9527936,14.7243765,71.8724975585938,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
58,580.0,Bridge,Bridge,Infrastructure,True,11412,580.0,590.0,5000,10,24.990812168507507,60.9596853,14.70838,131.738494873047,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
59,590.0,RailJoint,RailJoint,Infrastructure,True,11612,590.0,600.0,5000,10,20.98480110868037,60.967439,14.6845083,141.913497924805,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
60,600.0,Normal Track,Normal Track,Normal Track,False,11812,600.0,610.0,5000,10,351.51054094518724,60.9759593,14.6614071,140.988494873047,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
61,610.0,Bridge,Bridge,Infrastructure,True,12012,610.0,620.0,5000,10,22.165224280776656,60.984298,14.6379676,141.580505371094,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
62,620.0,Normal Track,Normal Track,Normal Track,False,12212,620.0,630.0,5000,10,232.8483499192507,60.9927173,14.6147901,139.119995117188,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
63,630.0,Normal Track,Normal Track,Normal Track,False,12412,630.0,640.0,5000,10,137.3691427517366,60.9985813,14.5941286,76.1644973754883,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
64,640.0,Normal Track,Normal Track,Normal Track,False,12612,640.0,650.0,5000,10,163.8578576751568,61.0007701,14.58455,43.3455009460449,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
65,650.0,Normal Track,Normal Track,Normal Track,False,12812,650.0,660.0,5000,10,60.76931579038699,61.0040536,14.5792528,44.5109977722168,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
66,660.0,Bridge,Bridge,Infrastructure,True,12999,660.0,670.0,5000,10,26.930792894325904,61.0079738,14.5732663,42.882999420166,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
67,670.0,RailJoint,RailJoint,Infrastructure,True,13199,670.0,680.0,5000,10,33.47639665303461,61.0084641,14.5659818,29.0080013275146,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
68,680.0,RailJoint,RailJoint,Infrastructure,True,13399,680.0,690.0,5000,10,27.789671577090722,61.0088593,14.5604856,23.6614990234375,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
69,690.0,Turnout,Turnout,Infrastructure,True,13599,690.0,700.0,5000,10,57.65570451486429,61.0090036,14.5587126,0.0,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
70,700.0,Turnout,Turnout,Infrastructure,True,13799,700.0,710.0,5000,10,57.573528446308245,61.0090031,14.5587145,0.0,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
71,710.0,Turnout,Turnout,Infrastructure,True,13999,710.0,720.0,5000,10,39.2741354474493,61.009129,14.554102,29.3409996032715,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
72,720.0,Normal Track,Normal Track,Normal Track,False,14199,720.0,730.0,5000,10,68.38756094250223,61.0080923,14.5481588,31.5795001983643,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
73,730.0,Normal Track,Normal Track,Normal Track,False,14399,730.0,740.0,5000,10,72.39625291619218,61.0058776,14.5443128,26.3995018005371,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
74,740.0,RailJoint,RailJoint,Infrastructure,True,14599,740.0,750.0,5000,10,49.75384472319378,61.0050193,14.542698,0.0,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
75,750.0,RailJoint,RailJoint,Infrastructure,True,14799,750.0,760.0,5000,10,49.31712205912352,61.0050208,14.5427058,0.0,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
76,760.0,RailJoint,RailJoint,Infrastructure,True,14999,760.0,770.0,5000,10,49.36043568635798,61.0050208,14.5427048,0.296000003814697,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
77,770.0,RailJoint,RailJoint,Infrastructure,True,15199,770.0,780.0,5000,10,49.89044170764563,61.00502,14.5426938,0.0,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
78,780.0,RailJoint,RailJoint,Infrastructure,True,15399,780.0,790.0,5000,10,49.80561565991891,61.0050211,14.5426941,0.0,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
79,790.0,RailJoint,RailJoint,Infrastructure,True,15599,790.0,800.0,5000,10,49.034064948091185,61.005013,14.5427246,0.185000002384186,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
80,800.0,RailJoint,RailJoint,Infrastructure,True,15799,800.0,810.0,5000,10,52.19788852050409,61.0050235,14.5426365,0.999000012874603,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
81,810.0,RailJoint,RailJoint,Infrastructure,True,15999,810.0,820.0,5000,10,45.217156038696515,61.0050466,14.5427613,1.42449998855591,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
82,820.0,RailJoint,RailJoint,Infrastructure,True,16199,820.0,830.0,5000,10,54.82121501488351,61.0050118,14.542594,0.370000004768372,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
83,830.0,RailJoint,RailJoint,Infrastructure,True,16399,830.0,840.0,5000,10,50.26445714311557,61.00501,14.5427005,1.86849999427795,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
84,840.0,RailJoint,RailJoint,Infrastructure,True,16599,840.0,850.0,5000,10,50.36118914471717,61.0050348,14.542662,0.629000008106232,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
85,850.0,RailJoint,RailJoint,Infrastructure,True,16799,850.0,860.0,5000,10,55.7092715202728,61.004991,14.5426036,1.22100007534027,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
86,860.0,RailJoint,RailJoint,Infrastructure,True,16999,860.0,870.0,5000,10,51.644397366222485,61.0050145,14.5426618,0.814000010490417,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
87,870.0,RailJoint,RailJoint,Infrastructure,True,17199,870.0,880.0,5000,10,58.18058385565512,61.0049665,14.5425558,0.296000003814697,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
88,880.0,RailJoint,RailJoint,Infrastructure,True,17399,880.0,890.0,5000,10,57.92243985497677,61.004969,14.5425345,0.721499979496002,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
89,890.0,RailJoint,RailJoint,Infrastructure,True,17599,890.0,900.0,5000,10,58.01200885085099,61.0049606,14.5425725,0.407000005245209,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
90,900.0,RailJoint,RailJoint,Infrastructure,True,17799,900.0,910.0,5000,10,54.36139079690143,61.0049766,14.5426578,0.832499980926514,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
91,910.0,RailJoint,RailJoint,Infrastructure,True,17999,910.0,920.0,5000,10,54.2795928610833,61.0049685,14.5426736,0.555000007152557,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
92,920.0,RailJoint,RailJoint,Infrastructure,True,18199,920.0,930.0,5000,10,44.67833779981285,61.0050301,14.5428,0.407000005245209,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
93,930.0,RailJoint,RailJoint,Infrastructure,True,18399,930.0,940.0,5000,10,38.63139212192417,61.0050586,14.5428973,1.33200001716614,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
94,940.0,RailJoint,RailJoint,Infrastructure,True,18599,940.0,950.0,5000,10,46.01458805427852,61.0050098,14.542803,0.832499980926514,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
95,950.0,RailJoint,RailJoint,Infrastructure,True,18799,950.0,960.0,5000,10,36.89809139329218,61.0050651,14.5429283,1.20249998569489,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
96,960.0,RailJoint,RailJoint,Infrastructure,True,18999,960.0,970.0,5000,10,49.61588196044807,61.0049995,14.5427331,0.314500004053116,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
97,970.0,RailJoint,RailJoint,Infrastructure,True,19199,970.0,980.0,5000,10,49.79130055751431,61.0049845,14.5427555,1.12849998474121,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
98,980.0,RailJoint,RailJoint,Infrastructure,True,19399,980.0,990.0,5000,10,42.83082788890419,61.0050215,14.542861,0.610500037670135,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
99,990.0,RailJoint,RailJoint,Infrastructure,True,19599,990.0,1000.0,5000,10,54.00260457364236,61.0049936,14.542639,1.22100007534027,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
100,1000.0,RailJoint,RailJoint,Infrastructure,True,19799,1000.0,1010.0,5000,10,44.37791294434753,61.0050518,14.5427728,0.814000010490417,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
101,1010.0,RailJoint,RailJoint,Infrastructure,True,19999,1010.0,1020.0,5000,10,54.23427061946374,61.0049518,14.5427053,0.407000005245209,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
102,1020.0,RailJoint,RailJoint,Infrastructure,True,20199,1020.0,1030.0,5000,10,55.64368952339548,61.0049316,14.5425895,0.758499979972839,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
103,1030.0,RailJoint,RailJoint,Infrastructure,True,20399,1030.0,1040.0,5000,10,54.46505760090127,61.0049316,14.5425446,0.758499979972839,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
104,1040.0,RailJoint,RailJoint,Infrastructure,True,20599,1040.0,1050.0,5000,10,56.46455458180917,61.0049521,14.5426491,0.425500005483627,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
105,1050.0,RailJoint,RailJoint,Infrastructure,True,20799,1050.0,1060.0,5000,10,52.411279170216325,61.0049158,14.5425246,0.314500004053116,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
106,1060.0,RailJoint,RailJoint,Infrastructure,True,20999,1060.0,1070.0,5000,10,33.406060557327656,61.0055646,14.5436706,13.2459993362427,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
107,1070.0,Turnout,Turnout,Infrastructure,True,21199,1070.0,1080.0,5000,10,9.091384846733856,61.0072245,14.546639,24.8824996948242,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
108,1080.0,Turnout,Turnout,Infrastructure,True,21399,1080.0,1090.0,5000,10,44.662310543638675,61.0088713,14.5506355,22.5144996643066,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
109,1090.0,RailJoint,RailJoint,Infrastructure,True,21599,1090.0,1100.0,5000,10,39.586990215820094,61.0091053,14.5565355,18.4629993438721,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
110,1100.0,Turnout,Turnout,Infrastructure,True,21799,1100.0,1110.0,5000,10,56.397884873059944,61.0089536,14.5585225,4.95800018310547,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
111,1110.0,Turnout,Turnout,Infrastructure,True,21999,1110.0,1120.0,5000,10,60.396194403801964,61.0090036,14.5585648,0.499500006437302,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
112,1120.0,RailJoint,RailJoint,Infrastructure,True,22199,1120.0,1130.0,5000,10,47.91123414259566,61.0089993,14.559422,19.8320007324219,2024-12-12 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
