segment_index,timestamp,primary_label,infrastructure_type,infrastructure_category,is_infrastructure_boolean,corresponding_gps_index,start_time,end_time,segment_length,segment_duration_sec,distance_to_infrastructure_m,gps_latitude,gps_longitude,gps_speed_kmh,folder_source,labeling_method
13,130.0,Normal Track,Normal Track,Normal Track,False,2600,130.0,140.0,5000,10,220.14499373362952,60.6481216,15.1013056,123.727996826172,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
14,140.0,Normal Track,Normal Track,Normal Track,False,2800,140.0,150.0,5000,10,977.1233489410769,60.6352123,15.0932136,134.402496337891,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
15,150.0,Normal Track,Normal Track,Normal Track,False,3000,150.0,160.0,5000,10,201.77984177956662,60.6228516,15.0802865,137.325500488281,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
16,160.0,RailJoint,RailJoint,Infrastructure,True,3200,160.0,170.0,5000,10,13.499390900738863,60.6102991,15.0724953,116.346496582031,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
17,170.0,RailJoint,RailJoint,Infrastructure,True,3400,170.0,180.0,5000,10,22.48757949043161,60.60185,15.0750478,66.7849960327148,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
18,180.0,Normal Track,Normal Track,Normal Track,False,3600,180.0,190.0,5000,10,113.67043130884026,60.5992436,15.0802426,2.33100008964539,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
19,190.0,Normal Track,Normal Track,Normal Track,False,3800,190.0,200.0,5000,10,133.83961405814014,60.5991358,15.0805428,15.4659996032715,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
20,200.0,Turnout,Turnout,Infrastructure,True,4000,200.0,210.0,5000,10,40.17021790957766,60.5951151,15.0880785,91.9820022583008,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
21,210.0,Normal Track,Normal Track,Normal Track,False,4200,210.0,220.0,5000,10,116.58462066935577,60.5880631,15.1059528,129.425994873047,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
22,220.0,Normal Track,Normal Track,Normal Track,False,4400,220.0,230.0,5000,10,273.52506996288736,60.5770845,15.1227288,137.066497802734,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
23,230.0,Normal Track,Normal Track,Normal Track,False,4600,230.0,240.0,5000,10,79.39086884299353,60.5662126,15.128126,95.0345001220703,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
24,240.0,Normal Track,Normal Track,Normal Track,False,4800,240.0,250.0,5000,10,193.58032102414876,60.5602735,15.1372156,39.127498626709,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
25,250.0,Bridge,Bridge,Infrastructure,True,5000,250.0,260.0,5000,10,112.79598790836748,60.5600606,15.1386371,0.0,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
26,260.0,Bridge,Bridge,Infrastructure,True,5200,260.0,270.0,5000,10,45.24667155226287,60.5595426,15.141331,48.5069999694824,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
27,270.0,Normal Track,Normal Track,Normal Track,False,5400,270.0,280.0,5000,10,86.88686467954896,60.5560161,15.155957,105.598007202148,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
28,280.0,Normal Track,Normal Track,Normal Track,False,5600,280.0,290.0,5000,10,235.22338808889307,60.5513143,15.1804623,134.143508911133,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
29,290.0,Normal Track,Normal Track,Normal Track,False,5800,290.0,300.0,5000,10,276.1129559244949,60.5526733,15.2077238,129.333511352539,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
30,300.0,RailJoint,RailJoint,Infrastructure,True,6000,300.0,310.0,5000,10,47.84676495829443,60.553493,15.236369,133.755004882812,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
31,310.0,Normal Track,Normal Track,Normal Track,False,6200,310.0,320.0,5000,10,379.95321369066386,60.5503236,15.2620805,107.669998168945,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
32,320.0,Normal Track,Normal Track,Normal Track,False,6400,320.0,330.0,5000,10,122.56416930024017,60.5445348,15.2786285,95.6450042724609,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
33,330.0,Bridge,Bridge,Infrastructure,True,6600,330.0,340.0,5000,10,76.33526578512384,60.535636,15.279068,98.2350006103516,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
34,340.0,Normal Track,Normal Track,Normal Track,False,6800,340.0,350.0,5000,10,315.936776815794,60.529564,15.2897063,83.5090026855469,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
35,350.0,Normal Track,Normal Track,Normal Track,False,7000,350.0,360.0,5000,10,182.17194571032783,60.5266571,15.3051775,80.0124969482422,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
36,360.0,Normal Track,Normal Track,Normal Track,False,7200,360.0,370.0,5000,10,115.62246081970255,60.5218326,15.3206358,115.162498474121,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
37,370.0,Turnout,Turnout,Infrastructure,True,7400,370.0,380.0,5000,10,3.7038436027063595,60.5153468,15.34073,114.940498352051,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
38,380.0,Normal Track,Normal Track,Normal Track,False,7600,380.0,390.0,5000,10,259.3006905760544,60.5088903,15.360177,114.514999389648,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
39,390.0,Normal Track,Normal Track,Normal Track,False,7800,390.0,400.0,5000,10,1470.2618529372262,60.5040501,15.3800341,88.6150054931641,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
40,400.0,Normal Track,Normal Track,Normal Track,False,8000,400.0,410.0,5000,10,2221.6673976263824,60.5074156,15.3962411,80.4934997558594,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
41,410.0,Normal Track,Normal Track,Normal Track,False,8200,410.0,420.0,5000,10,3033.919374897194,60.5062411,15.4109175,62.1599960327148,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
42,420.0,Normal Track,Normal Track,Normal Track,False,8400,420.0,430.0,5000,10,3507.5474218034665,60.5004343,15.4171245,59.9769973754883,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
43,430.0,Normal Track,Normal Track,Normal Track,False,8600,430.0,440.0,5000,10,4011.412944619557,60.4950703,15.422814,60.9759979248047,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
44,440.0,Normal Track,Normal Track,Normal Track,False,8800,440.0,450.0,5000,10,4679.204621220342,60.4915595,15.4329581,57.627498626709,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
45,450.0,Normal Track,Normal Track,Normal Track,False,9000,450.0,460.0,5000,10,4793.935651152252,60.4866288,15.4297515,45.5284996032715,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
46,460.0,Normal Track,Normal Track,Normal Track,False,9200,460.0,470.0,5000,10,4807.224606989517,60.4838058,15.4260536,17.4825000762939,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
47,470.0,Normal Track,Normal Track,Normal Track,False,9400,470.0,480.0,5000,10,4823.132547542177,60.482942,15.4250641,7.62199974060059,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
48,480.0,Normal Track,Normal Track,Normal Track,False,9600,480.0,490.0,5000,10,4838.344990147954,60.482843,15.4252596,0.0,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
49,490.0,Normal Track,Normal Track,Normal Track,False,9800,490.0,500.0,5000,10,4838.50998729233,60.4828421,15.425262,0.0,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
50,500.0,Normal Track,Normal Track,Normal Track,False,10000,500.0,510.0,5000,10,4838.719734389813,60.4828408,15.4252648,0.0,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
51,510.0,Normal Track,Normal Track,Normal Track,False,10200,510.0,520.0,5000,10,4838.3587904994865,60.4828428,15.4252596,0.0,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
52,520.0,Normal Track,Normal Track,Normal Track,False,10400,520.0,530.0,5000,10,4838.031816744114,60.4828435,15.4252531,0.0,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
53,530.0,Normal Track,Normal Track,Normal Track,False,10600,530.0,540.0,5000,10,4838.012054677451,60.4828436,15.4252528,0.0185000002384186,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
54,540.0,Normal Track,Normal Track,Normal Track,False,10800,540.0,550.0,5000,10,4838.493244848996,60.4828411,15.42526,0.0185000002384186,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
55,550.0,Normal Track,Normal Track,Normal Track,False,11000,550.0,560.0,5000,10,4838.367657241379,60.48284,15.4252553,0.0740000009536743,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
56,560.0,Normal Track,Normal Track,Normal Track,False,11200,560.0,570.0,5000,10,4838.067023700435,60.4828158,15.4252093,0.0554999969899654,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
57,570.0,Normal Track,Normal Track,Normal Track,False,11400,570.0,580.0,5000,10,4841.23733063633,60.48275,15.4251771,1.46150004863739,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
58,580.0,Normal Track,Normal Track,Normal Track,False,11600,580.0,590.0,5000,10,4839.546918829218,60.4828043,15.4252253,0.0370000004768372,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
59,590.0,Normal Track,Normal Track,Normal Track,False,11800,590.0,600.0,5000,10,4842.079146180756,60.4827878,15.4252578,0.851000010967255,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
60,600.0,Normal Track,Normal Track,Normal Track,False,12000,600.0,610.0,5000,10,4849.509533789153,60.4827246,15.4253293,0.666000008583069,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
61,610.0,Normal Track,Normal Track,Normal Track,False,12200,610.0,620.0,5000,10,4833.411366561112,60.4827361,15.4249716,0.925000011920929,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
62,620.0,Normal Track,Normal Track,Normal Track,False,12400,620.0,630.0,5000,10,4835.868292846244,60.4827571,15.4250631,1.20249998569489,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
63,630.0,Normal Track,Normal Track,Normal Track,False,12600,630.0,640.0,5000,10,4837.448687591169,60.4827815,15.4251395,0.0370000004768372,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
64,640.0,Normal Track,Normal Track,Normal Track,False,12800,640.0,650.0,5000,10,4838.003589620714,60.4827788,15.4251481,0.25900000333786,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
65,650.0,Normal Track,Normal Track,Normal Track,False,13000,650.0,660.0,5000,10,4838.084924256638,60.4827788,15.42515,0.721499979496002,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
66,660.0,Normal Track,Normal Track,Normal Track,False,13200,660.0,670.0,5000,10,4837.783580549008,60.4827813,15.425147,0.758499979972839,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
67,670.0,Normal Track,Normal Track,Normal Track,False,13400,670.0,680.0,5000,10,4846.985813750852,60.482796,15.4253855,2.36800003051758,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
68,680.0,Normal Track,Normal Track,Normal Track,False,13600,680.0,690.0,5000,10,4843.312575241392,60.4827715,15.4252603,0.740000009536743,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
69,690.0,Normal Track,Normal Track,Normal Track,False,13800,690.0,700.0,5000,10,4836.484053127611,60.48274,15.4250498,0.110999993979931,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
70,700.0,Normal Track,Normal Track,Normal Track,False,14000,700.0,710.0,5000,10,4836.521046718535,60.4827378,15.4250471,0.0554999969899654,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
71,710.0,Normal Track,Normal Track,Normal Track,False,14200,710.0,720.0,5000,10,4844.822553636844,60.4826635,15.4251208,1.25800001621246,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
72,720.0,Normal Track,Normal Track,Normal Track,False,14400,720.0,730.0,5000,10,4843.694177614855,60.4826215,15.4250261,0.721499979496002,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
73,730.0,Normal Track,Normal Track,Normal Track,False,14600,730.0,740.0,5000,10,4839.491336968796,60.4826803,15.4250233,0.795500040054321,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
74,740.0,Normal Track,Normal Track,Normal Track,False,14800,740.0,750.0,5000,10,4843.305671125075,60.4826603,15.4250801,1.81300008296967,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
75,750.0,Normal Track,Normal Track,Normal Track,False,15000,750.0,760.0,5000,10,4832.90331947964,60.4827295,15.424949,0.12950000166893,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
76,760.0,Normal Track,Normal Track,Normal Track,False,15200,760.0,770.0,5000,10,4833.278853674295,60.48273,15.4249586,0.0554999969899654,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
77,770.0,Normal Track,Normal Track,Normal Track,False,15400,770.0,780.0,5000,10,4833.4775279849155,60.4827296,15.4249626,0.185000002384186,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
78,780.0,Normal Track,Normal Track,Normal Track,False,15600,780.0,790.0,5000,10,4835.753606847521,60.4827271,15.4250118,0.814000010490417,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
79,790.0,Normal Track,Normal Track,Normal Track,False,15800,790.0,800.0,5000,10,4851.786298974169,60.4825755,15.4251408,0.887999951839447,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
80,800.0,Normal Track,Normal Track,Normal Track,False,16000,800.0,810.0,5000,10,4850.941091020172,60.48259,15.4251446,0.24049998819828,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
81,810.0,Normal Track,Normal Track,Normal Track,False,16200,810.0,820.0,5000,10,4850.509789472263,60.4826106,15.425168,0.480999976396561,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
82,820.0,Normal Track,Normal Track,Normal Track,False,16400,820.0,830.0,5000,10,4837.260892454804,60.4828155,15.42519,0.740000009536743,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
83,830.0,Normal Track,Normal Track,Normal Track,False,16600,830.0,840.0,5000,10,4837.469898833277,60.4828345,15.4252255,0.166500002145767,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
84,840.0,Normal Track,Normal Track,Normal Track,False,16800,840.0,850.0,5000,10,4835.882493469199,60.4828493,15.4252123,1.33200001716614,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
85,850.0,Normal Track,Normal Track,Normal Track,False,17000,850.0,860.0,5000,10,4831.7619452205545,60.4828471,15.4251126,0.795500040054321,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
86,860.0,Normal Track,Normal Track,Normal Track,False,17200,860.0,870.0,5000,10,4825.528702684015,60.4828835,15.4250258,0.0185000002384186,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
87,870.0,Normal Track,Normal Track,Normal Track,False,17400,870.0,880.0,5000,10,4834.777791500838,60.4827841,15.4250813,0.12950000166893,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
88,880.0,Normal Track,Normal Track,Normal Track,False,17600,880.0,890.0,5000,10,4838.8824610968295,60.48282,15.4252351,0.148000001907349,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
89,890.0,Normal Track,Normal Track,Normal Track,False,17800,890.0,900.0,5000,10,4838.582012006218,60.48284,15.4252603,0.296000003814697,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
90,900.0,Normal Track,Normal Track,Normal Track,False,18000,900.0,910.0,5000,10,4843.252124974548,60.4827246,15.4251831,0.592000007629395,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
91,910.0,Normal Track,Normal Track,Normal Track,False,18200,910.0,920.0,5000,10,4842.526319018478,60.482749,15.4252056,0.0740000009536743,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
92,920.0,Normal Track,Normal Track,Normal Track,False,18400,920.0,930.0,5000,10,4844.645364798723,60.482749,15.4252551,0.277500003576279,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
93,930.0,Normal Track,Normal Track,Normal Track,False,18600,930.0,940.0,5000,10,4841.397573257535,60.4827673,15.4252088,0.24049998819828,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
94,940.0,Normal Track,Normal Track,Normal Track,False,18800,940.0,950.0,5000,10,4840.585120918127,60.4827671,15.4251895,0.203500002622604,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
95,950.0,Normal Track,Normal Track,Normal Track,False,19000,950.0,960.0,5000,10,4840.868906032199,60.4827565,15.425179,0.0925000011920929,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
96,960.0,Normal Track,Normal Track,Normal Track,False,19200,960.0,970.0,5000,10,4840.84750541844,60.4827565,15.4251785,0.24049998819828,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
97,970.0,Normal Track,Normal Track,Normal Track,False,19400,970.0,980.0,5000,10,4839.475053229676,60.4828041,15.4252233,0.0740000009536743,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
98,980.0,Normal Track,Normal Track,Normal Track,False,19600,980.0,990.0,5000,10,4845.8973021965385,60.482795,15.4253585,0.203500002622604,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
99,990.0,Normal Track,Normal Track,Normal Track,False,19800,990.0,1000.0,5000,10,4847.18605173976,60.4827736,15.4253541,0.721499979496002,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
100,1000.0,Normal Track,Normal Track,Normal Track,False,20000,1000.0,1010.0,5000,10,4844.518489170279,60.482792,15.4253215,0.166500002145767,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
101,1010.0,Normal Track,Normal Track,Normal Track,False,20200,1010.0,1020.0,5000,10,4847.251708962694,60.4827458,15.4253108,0.296000003814697,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
102,1020.0,Normal Track,Normal Track,Normal Track,False,20400,1020.0,1030.0,5000,10,4830.810746674688,60.4828826,15.4251476,0.12950000166893,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
103,1030.0,Normal Track,Normal Track,Normal Track,False,20600,1030.0,1040.0,5000,10,4838.164359789623,60.4827896,15.4251693,0.351500004529953,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
104,1040.0,Normal Track,Normal Track,Normal Track,False,20800,1040.0,1050.0,5000,10,4842.732537913714,60.4827675,15.4252403,0.629000008106232,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
105,1050.0,Normal Track,Normal Track,Normal Track,False,21000,1050.0,1060.0,5000,10,4838.732958228333,60.4827515,15.425121,1.03600001335144,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
106,1060.0,Normal Track,Normal Track,Normal Track,False,21200,1060.0,1070.0,5000,10,4837.436812621706,60.4827826,15.425141,0.647499978542328,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
107,1070.0,Normal Track,Normal Track,Normal Track,False,21400,1070.0,1080.0,5000,10,4835.933081634516,60.4827773,15.4250973,0.351500004529953,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
108,1080.0,Normal Track,Normal Track,Normal Track,False,21600,1080.0,1090.0,5000,10,4848.093480939201,60.4827586,15.4253511,0.333000004291534,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
109,1090.0,Normal Track,Normal Track,Normal Track,False,21800,1090.0,1100.0,5000,10,4850.619453948562,60.4827363,15.4253741,0.24049998819828,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
110,1100.0,Normal Track,Normal Track,Normal Track,False,22000,1100.0,1110.0,5000,10,4852.28556122315,60.4826828,15.4253266,0.480999976396561,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
111,1110.0,Normal Track,Normal Track,Normal Track,False,22200,1110.0,1120.0,5000,10,4845.164972651601,60.482722,15.4252236,0.684499979019165,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
112,1120.0,Normal Track,Normal Track,Normal Track,False,22400,1120.0,1130.0,5000,10,4844.460898753436,60.4826795,15.4251383,0.25900000333786,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
